event_cause,corridor,priority,requires_road_closure,police_station,hour_of_day,day_of_week,is_peak_hour,duration_min
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,22,0,0,69.02691816666668
vehicle_breakdown,Non-corridor,Low,0,Sadashivanagar,2,5,0,37.40827121666667
vehicle_breakdown,Non-corridor,Low,0,Whitefield,18,0,1,15.805486683333331
water_logging,Old Madras Road,High,0,Cubbon Park,7,5,1,0.6965376666666666
vehicle_breakdown,Mysore Road,High,1,Ashok Nagar,23,3,0,53.17549951666667
vehicle_breakdown,Mysore Road,High,0,Halasuru Gate,23,1,0,27.996742333333334
vehicle_breakdown,Non-corridor,Low,0,R.T. Nagar,4,4,0,104.21347743333334
accident,Bellary Road 1,High,0,High ground,20,0,0,77.10802596666667
vehicle_breakdown,Varthur Road,High,0,Whitefield,4,6,0,162.0267134
others,Magadi Road,High,0,Kamakshipalya,1,2,0,13.76268395
vehicle_breakdown,Varthur Road,High,0,Whitefield,8,6,1,9.96850835
vehicle_breakdown,Hosur Road,High,0,Madiwala,19,3,1,27.2487523
vehicle_breakdown,Hosur Road,High,1,Madiwala,19,2,1,75.3592525
vehicle_breakdown,Non-corridor,Low,0,V.V.Puram (C.Pet),22,3,0,97.63435158333333
vehicle_breakdown,Non-corridor,Low,0,Sheshadripuram,5,5,0,72.78544391666667
vehicle_breakdown,Tumkur Road,High,0,Peenya,11,1,0,9.854202483333331
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,4,4,0,148.41387268333335
others,Mysore Road,High,0,Chamarajpet,6,4,0,59.64277355
vehicle_breakdown,Old Airport Road,High,0,Jeevanbheemanagar,1,3,0,2.195204283333333
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,7,6,1,50.50448333333333
vehicle_breakdown,Bellary Road 2,High,0,Yelahanka,4,2,0,87.68711406666667
vehicle_breakdown,Non-corridor,Low,0,Electronic City,6,4,0,18.7735204
vehicle_breakdown,Non-corridor,Low,0,Thalagattapura,22,2,0,22.931035716666667
vehicle_breakdown,Tumkur Road,High,0,Peenya,8,1,1,15.9091993
vehicle_breakdown,ORR East 1,High,0,Bellandur,23,3,0,79.75770394999999
vehicle_breakdown,Non-corridor,Low,0,K.R. Pura,2,0,0,16.323145383333333
vehicle_breakdown,Bellary Road 1,High,0,Kodigehalli,0,6,0,14.120967933333333
others,Non-corridor,Low,0,K.R. Pura,5,2,0,34.33242193333333
vehicle_breakdown,IRR(Thanisandra road),High,0,Adugodi,4,1,0,19.590632416666665
vehicle_breakdown,Non-corridor,Low,0,Rajajinagar,6,3,0,50.3255556
vehicle_breakdown,Non-corridor,Low,0,Chikkajala,19,3,1,21.15403888333333
accident,Bellary Road 2,High,0,Chikkajala,5,0,0,14.426824566666664
vehicle_breakdown,Bellary Road 1,High,0,High ground,5,4,0,49.68857495
vehicle_breakdown,Non-corridor,Low,0,Chamarajpet,22,6,0,124.67001535
road_conditions,Hennur Main Road,High,0,K.G. Halli,0,4,0,33.66901506666667
water_logging,West of Chord Road,High,0,Malleshwaram,4,1,0,79.3147058
vehicle_breakdown,Mysore Road,Low,0,High ground,21,1,0,69.16106485
vehicle_breakdown,Mysore Road,High,0,Halasuru Gate,5,6,0,39.481431066666666
vehicle_breakdown,Non-corridor,Low,0,Wilson Garden,4,1,0,38.74983805
vehicle_breakdown,Non-corridor,Low,1,Halasuru Gate,8,2,1,22.256770483333334
vehicle_breakdown,Tumkur Road,High,0,Peenya,21,4,0,51.14671941666666
vehicle_breakdown,Non-corridor,Low,0,Wilson Garden,6,6,0,41.98896968333334
vehicle_breakdown,Old Madras Road,High,0,Halasur,21,2,0,13.457770483333332
vehicle_breakdown,Varthur Road,High,0,HAL Old Airport,21,2,0,78.65082263333333
vehicle_breakdown,Tumkur Road,High,0,Peenya,2,6,0,100.47900773333336
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,21,4,0,105.8915411
others,West of Chord Road,High,0,Byatarayanapura,19,2,1,72.12592303333332
vehicle_breakdown,Mysore Road,High,0,Halasuru Gate,6,0,0,63.49284705
others,Bellary Road 1,High,0,Kodigehalli,4,6,0,15.16647845
vehicle_breakdown,Non-corridor,Low,0,K.R. Pura,3,1,0,31.247457216666664
vehicle_breakdown,Non-corridor,Low,0,Adugodi,1,1,0,71.35226383333334
vehicle_breakdown,West of Chord Road,High,0,Yeshwanthpura,5,6,0,61.04067213333334
accident,Non-corridor,Low,0,K.R. Pura,18,3,1,45.76001521666667
vehicle_breakdown,Non-corridor,Low,0,Jeevanbheemanagar,19,4,1,98.72606275
vehicle_breakdown,Non-corridor,Low,0,Halasuru Gate,4,3,0,16.368508033333335
vehicle_breakdown,Non-corridor,Low,1,K.R. Pura,9,0,1,29.33008175
vehicle_breakdown,Magadi Road,High,0,Kamakshipalya,20,0,0,46.90332128333333
vehicle_breakdown,Non-corridor,Low,0,K.R. Pura,21,1,0,117.5667829
water_logging,Non-corridor,Low,0,Yelahanka,0,5,0,197.33674348333332
vehicle_breakdown,Non-corridor,Low,0,Hennuru,1,4,0,26.50678253333333
others,Non-corridor,Low,1,Upparpet,0,4,0,32.53826038333333
vehicle_breakdown,Mysore Road,High,0,Byatarayanapura,0,6,0,8.7606476
vehicle_breakdown,Mysore Road,High,0,Ashok Nagar,20,6,0,85.63499211666667
tree_fall,Non-corridor,Low,0,V.V.Puram (C.Pet),20,3,0,56.49172753333333
vehicle_breakdown,Mysore Road,High,0,Halasuru Gate,1,4,0,76.01981826666666
vehicle_breakdown,Non-corridor,Low,0,K.R. Pura,2,4,0,24.55831028333333
vehicle_breakdown,ORR North 1,High,0,Mahadevapura,5,6,0,10.619932433333334
others,Bellary Road 1,High,1,High ground,20,3,0,106.41915116666668
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,21,0,0,9.946038833333334
vehicle_breakdown,Bellary Road 2,High,0,Chikkajala,18,4,1,37.39451276666667
vehicle_breakdown,Magadi Road,High,1,Kamakshipalya,2,5,0,79.74376296666667
vehicle_breakdown,Tumkur Road,High,0,Chikkabanavara,1,4,0,23.556338
vehicle_breakdown,Mysore Road,High,0,Jnanabharathi,21,2,0,18.39184095
tree_fall,Non-corridor,Low,0,Sadashivanagar,7,1,1,90.51336833333332
vehicle_breakdown,Non-corridor,Low,0,Peenya,20,2,0,25.79376715
vehicle_breakdown,Non-corridor,Low,0,Yelahanka,21,1,0,60.76119708333333
vehicle_breakdown,Non-corridor,Low,0,Jnanabharathi,3,1,0,77.15126758333334
congestion,ORR North 1,High,0,Hennuru,4,2,0,154.51919141666667
others,Non-corridor,Low,0,Chikkajala,1,0,0,38.768891116666666
tree_fall,Old Madras Road,High,0,Halasur,19,5,1,54.21143968333333
vehicle_breakdown,Magadi Road,High,0,Magadi Road,4,3,0,72.36508631666668
vehicle_breakdown,Old Madras Road,High,0,Halasur,1,5,0,35.63385138333333
vehicle_breakdown,Non-corridor,Low,0,Halasur,20,0,0,87.88003225000001
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,19,1,1,38.30340338333333
vehicle_breakdown,Non-corridor,Low,0,Electronic City,21,0,0,60.23542993333333
vehicle_breakdown,Non-corridor,Low,0,Wilson Garden,5,5,0,6.682272983333333
vehicle_breakdown,ORR North 1,High,0,Banaswadi,4,4,0,20.11784905
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,5,2,0,32.2092193
vehicle_breakdown,ORR East 1,High,0,Bellandur,21,2,0,81.19912645
vehicle_breakdown,Non-corridor,Low,1,V.V.Puram (C.Pet),3,6,0,39.4856103
vehicle_breakdown,Non-corridor,Low,0,Whitefield,4,1,0,41.34313795
vehicle_breakdown,Magadi Road,High,0,Kamakshipalya,6,6,0,29.79472086666667
vehicle_breakdown,Non-corridor,Low,0,Sadashivanagar,9,5,1,13.487757566666666
others,Mysore Road,High,1,Halasuru Gate,19,0,1,32.59866376666667
vehicle_breakdown,Magadi Road,High,0,Kamakshipalya,7,3,1,153.41269573333332
vehicle_breakdown,Non-corridor,Low,0,Adugodi,22,1,0,35.590218150000005
pot_holes,Non-corridor,Low,0,Whitefield,22,3,0,17.4932504
vehicle_breakdown,Mysore Road,High,0,Kengeri,19,1,1,38.20066928333333
vehicle_breakdown,ORR West 1,High,0,Byatarayanapura,20,4,0,72.52724768333333
vehicle_breakdown,Mysore Road,High,0,Byatarayanapura,4,2,0,47.68990556666667
vehicle_breakdown,Bellary Road 2,High,0,Yelahanka,20,2,0,68.20895490000001
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,2,2,0,7.900588366666667
vehicle_breakdown,Mysore Road,High,0,Halasuru Gate,4,1,0,2.606119833333333
vehicle_breakdown,Bellary Road 1,High,0,Sadashivanagar,0,1,0,21.48659638333333
water_logging,Mysore Road,High,1,Halasuru Gate,4,1,0,106.8736322
vehicle_breakdown,Non-corridor,Low,1,K.R. Pura,4,5,0,159.28904783333334
vehicle_breakdown,ORR East 1,High,0,HAL Old Airport,1,3,0,25.0730054
vehicle_breakdown,IRR(Thanisandra road),High,0,Madiwala,5,2,0,47.083670383333335
congestion,ORR North 1,High,0,Hennuru,23,3,0,37.785654916666665
vehicle_breakdown,Tumkur Road,High,0,Peenya,5,6,0,9.90734335
vehicle_breakdown,Non-corridor,Low,0,Upparpet,5,3,0,152.09387653333334
vehicle_breakdown,Tumkur Road,High,0,Peenya,0,1,0,72.97621806666666
vehicle_breakdown,Magadi Road,High,0,Kamakshipalya,8,2,1,71.71492216666667
vehicle_breakdown,Bellary Road 1,High,0,High ground,1,6,0,112.91873355
vehicle_breakdown,Bellary Road 2,High,0,Yelahanka,10,4,0,61.77526506666666
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,5,3,0,45.83979136666667
vehicle_breakdown,Mysore Road,High,0,Ashok Nagar,7,6,1,93.48512965
vehicle_breakdown,Non-corridor,Low,0,K.R. Pura,21,5,0,22.6700687
vehicle_breakdown,Non-corridor,Low,0,Jayanagara,3,5,0,27.755491966666668
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,22,2,0,29.780961883333337
vehicle_breakdown,Hosur Road,High,0,Electronic City,19,4,1,162.5665779
vehicle_breakdown,Non-corridor,Low,0,Banashankari,20,1,0,115.30609676666668
vehicle_breakdown,Non-corridor,Low,0,Jnanabharathi,7,2,1,146.44818733333335
vehicle_breakdown,Old Airport Road,High,0,Jeevanbheemanagar,4,4,0,70.8526748
vehicle_breakdown,Bellary Road 1,High,0,Sadashivanagar,4,6,0,28.03322653333333
vehicle_breakdown,Magadi Road,High,0,Kamakshipalya,3,0,0,81.95171803333332
others,Non-corridor,Low,1,Upparpet,23,0,0,17.762820299999998
vehicle_breakdown,Non-corridor,Low,0,High ground,22,2,0,54.65853513333333
vehicle_breakdown,ORR East 1,High,0,HAL Old Airport,4,5,0,64.34689078333334
vehicle_breakdown,Non-corridor,Low,0,Mahadevapura,20,0,0,32.76764323333334
construction,ORR North 1,High,0,Hebbala,22,2,0,51.12241125
vehicle_breakdown,Mysore Road,High,0,City Market,4,4,0,28.3823993
vehicle_breakdown,Non-corridor,Low,0,Mahadevapura,19,5,1,75.83953751666667
others,Mysore Road,High,0,Ashok Nagar,22,5,0,140.10122228333333
water_logging,Non-corridor,Low,0,Upparpet,6,3,0,41.48510733333333
vehicle_breakdown,Mysore Road,High,0,Ashok Nagar,20,5,0,63.944430233333335
others,Non-corridor,Low,0,Upparpet,21,5,0,17.6889574
vehicle_breakdown,Non-corridor,Low,0,Basavanagudi,4,2,0,78.53859609999999
vehicle_breakdown,Bellary Road 1,High,0,High ground,21,4,0,115.88590868333334
vehicle_breakdown,Mysore Road,High,0,Byatarayanapura,22,6,0,137.25990439999998
vehicle_breakdown,Tumkur Road,High,0,Peenya,22,1,0,6.345362283333333
vehicle_breakdown,West of Chord Road,High,0,Byatarayanapura,22,3,0,106.81585711666666
others,Tumkur Road,High,1,Peenya,11,1,0,425.9449986166667
vehicle_breakdown,Non-corridor,Low,0,Rajajinagar,0,6,0,21.3044091
vehicle_breakdown,Mysore Road,High,0,Halasuru Gate,7,0,1,90.19987731666669
vehicle_breakdown,ORR East 2,High,0,Banaswadi,1,3,0,30.9414672
water_logging,Non-corridor,Low,0,High ground,7,5,1,130.15376253333335
tree_fall,Non-corridor,Low,1,Sadashivanagar,5,3,0,63.69129203333333
vehicle_breakdown,CBD 2,High,0,Cubbon Park,19,1,1,72.16349068333334
vehicle_breakdown,Non-corridor,Low,0,Sheshadripuram,3,4,0,122.88383688333332
vehicle_breakdown,West of Chord Road,High,0,Vijayanagara,23,5,0,72.65351976666668
vehicle_breakdown,Bannerghata Road,High,0,Mico Layout,21,0,0,21.635088383333333
vehicle_breakdown,Non-corridor,Low,0,Yelahanka,6,1,0,83.15463388333333
vehicle_breakdown,Non-corridor,Low,0,Halasuru Gate,22,4,0,14.661843316666667
vehicle_breakdown,Mysore Road,High,0,Byatarayanapura,22,0,0,78.04236811666667
vehicle_breakdown,Non-corridor,Low,0,Whitefield,0,2,0,44.093461483333336
vehicle_breakdown,Non-corridor,Low,0,Mahadevapura,1,6,0,25.623109600000003
vehicle_breakdown,Non-corridor,Low,0,Kamakshipalya,0,6,0,104.65397676666666
vehicle_breakdown,Non-corridor,Low,0,Wilson Garden,4,0,0,91.13215373333334
vehicle_breakdown,ORR East 1,High,0,Bellandur,1,2,0,114.98783913333334
vehicle_breakdown,Non-corridor,Low,0,Jnanabharathi,20,4,0,20.946314283333333
vehicle_breakdown,Non-corridor,Low,0,Adugodi,19,0,1,81.02077853333334
vehicle_breakdown,Non-corridor,Low,0,Whitefield,4,3,0,30.141555516666664
vehicle_breakdown,Non-corridor,Low,0,Sadashivanagar,0,6,0,12.550240633333337
vehicle_breakdown,ORR East 1,High,0,HSR Layout,18,5,1,16.53580991666667
others,Non-corridor,Low,0,Chamarajpet,6,4,0,199.88949181666663
water_logging,Bellary Road 1,High,0,High ground,6,2,0,166.96345176666668
vehicle_breakdown,Tumkur Road,High,0,Peenya,22,1,0,43.5193229
vehicle_breakdown,Mysore Road,High,0,Byatarayanapura,20,4,0,58.02250183333333
vehicle_breakdown,Mysore Road,High,0,Halasuru Gate,23,1,0,6.283415033333333
tree_fall,Non-corridor,Low,0,Kodigehalli,22,4,0,508.2992390666667
vehicle_breakdown,Non-corridor,Low,0,Devanahalli Airport,19,3,1,41.44027543333333
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,3,6,0,86.64108061666667
tree_fall,Non-corridor,Low,0,Pulikeshinagar(F.Town),21,3,0,116.8119772
vehicle_breakdown,Mysore Road,High,0,Halasuru Gate,6,3,0,47.80724921666667
vehicle_breakdown,Tumkur Road,High,0,Peenya,3,4,0,5.6882595333333335
vehicle_breakdown,Bellary Road 2,High,0,Yelahanka,2,1,0,20.67651958333333
vehicle_breakdown,Mysore Road,High,0,Chamarajpet,4,6,0,46.61182065
vehicle_breakdown,Bellary Road 1,High,0,High ground,11,0,0,12.157235616666666
water_logging,Non-corridor,Low,0,Adugodi,5,3,0,165.4671482
vehicle_breakdown,Hosur Road,High,0,Madiwala,7,3,1,76.14695535000001
vehicle_breakdown,ORR East 2,High,0,Banaswadi,21,4,0,61.383499750000006
vehicle_breakdown,West of Chord Road,High,0,Byatarayanapura,22,2,0,11.974767750000002
vehicle_breakdown,Hennur Main Road,High,0,Hennuru,4,5,0,50.3825598
vehicle_breakdown,Non-corridor,Low,0,Jalahalli,22,2,0,44.6710436
vehicle_breakdown,Old Madras Road,High,0,Jeevanbheemanagar,20,3,0,36.214431233333336
vehicle_breakdown,IRR(Thanisandra road),High,0,Adugodi,4,1,0,21.25293735
vehicle_breakdown,Magadi Road,High,0,Vijayanagara,7,1,1,100.30911363333333
vehicle_breakdown,Magadi Road,High,0,Kamakshipalya,4,4,0,72.9697583
road_conditions,ORR East 2,High,0,K.R. Pura,22,4,0,25.64322965
vehicle_breakdown,Hosur Road,High,0,Electronic City,0,6,0,40.8658856
vehicle_breakdown,ORR West 1,High,0,Byatarayanapura,3,1,0,51.1371376
vehicle_breakdown,Non-corridor,Low,0,Jayanagara,22,1,0,20.32718785
vehicle_breakdown,Non-corridor,Low,0,Chamarajpet,20,0,0,36.19868998333333
vehicle_breakdown,ORR East 1,High,0,HSR Layout,6,5,0,81.59911578333335
construction,Mysore Road,High,1,City Market,11,2,0,428.7790138333333
vehicle_breakdown,Mysore Road,High,0,Halasuru Gate,2,6,0,2.2310387166666668
vehicle_breakdown,ORR East 2,High,0,HAL Old Airport,6,2,0,18.770652916666663
vehicle_breakdown,Tumkur Road,High,0,Peenya,5,5,0,132.2670364
vehicle_breakdown,Mysore Road,High,0,Halasuru Gate,21,5,0,13.244365666666663
vehicle_breakdown,Non-corridor,Low,0,High ground,3,1,0,140.87877841666665
vehicle_breakdown,ORR West 1,High,0,Banashankari,21,0,0,13.011559016666666
vehicle_breakdown,Mysore Road,High,0,Halasuru Gate,1,2,0,63.26480105
vehicle_breakdown,Non-corridor,Low,1,Electronic City,3,6,0,144.07803846666667
vehicle_breakdown,Tumkur Road,Low,0,R.T. Nagar,21,1,0,116.76965865
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,5,6,0,17.515266066666666
vehicle_breakdown,Non-corridor,Low,0,R.T. Nagar,2,1,0,110.46526
vehicle_breakdown,IRR(Thanisandra road),High,0,Adugodi,5,1,0,41.87327523333333
vehicle_breakdown,Bellary Road 1,High,0,Sadashivanagar,4,2,0,82.27843179999999
vehicle_breakdown,Non-corridor,Low,1,Chamarajpet,4,0,0,2.318516516666667
pot_holes,Non-corridor,Low,0,Basavanagudi,6,6,0,103.51557583333332
vehicle_breakdown,Non-corridor,Low,0,Peenya,7,1,1,81.31714885
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,2,6,0,102.77983355
vehicle_breakdown,Non-corridor,Low,0,Peenya,23,5,0,10.597155033333332
vehicle_breakdown,Hosur Road,High,0,Hulimavu,4,3,0,57.67031773333333
tree_fall,West of Chord Road,High,0,Malleshwaram,22,4,0,155.89571066666667
vehicle_breakdown,Non-corridor,Low,1,K.R. Pura,19,1,1,68.54527198333334
others,Bellary Road 2,High,0,Hebbala,19,2,1,76.19266588333333
vehicle_breakdown,Mysore Road,High,0,Cubbon Park,22,4,0,38.12304935
vehicle_breakdown,Non-corridor,Low,0,Thalagattapura,19,5,1,69.24498263333334
vehicle_breakdown,Non-corridor,Low,0,Devanahalli Airport,9,6,1,32.981926566666665
congestion,Hennur Main Road,High,0,Hennuru,20,0,0,81.69610738333334
vehicle_breakdown,Mysore Road,High,0,Halasuru Gate,23,3,0,12.958737216666666
vehicle_breakdown,ORR West 1,High,0,Banashankari,7,1,1,38.30005405
vehicle_breakdown,Mysore Road,High,0,Chamarajpet,21,1,0,3.73901635
tree_fall,ORR North 1,High,1,Hebbala,7,2,1,91.21919121666666
vehicle_breakdown,Hosur Road,High,0,Electronic City,4,1,0,111.8691282
vehicle_breakdown,Non-corridor,Low,1,Wilson Garden,20,1,0,0.9619578
vehicle_breakdown,Magadi Road,High,0,Kamakshipalya,23,1,0,34.93821658333333
others,ORR North 2,High,0,Jalahalli,5,1,0,30.405308533333333
vehicle_breakdown,Non-corridor,Low,0,Wilson Garden,20,0,0,11.603118716666668
vehicle_breakdown,Hennur Main Road,High,0,Hennuru,5,4,0,46.37305535
vehicle_breakdown,Bannerghata Road,High,0,Mico Layout,21,2,0,122.30917251666666
vehicle_breakdown,Bellary Road 1,High,0,Sadashivanagar,8,6,1,29.16649395
vehicle_breakdown,Non-corridor,Low,0,Banashankari,8,1,1,84.77698231666666
vehicle_breakdown,Non-corridor,Low,0,Bellandur,20,2,0,46.3259174
vehicle_breakdown,Non-corridor,Low,0,Upparpet,21,3,0,12.261251683333334
vehicle_breakdown,Mysore Road,High,0,Byatarayanapura,2,4,0,51.91649708333333
vehicle_breakdown,Mysore Road,High,0,Ashok Nagar,5,6,0,135.56645735
vehicle_breakdown,Hosur Road,High,0,Madiwala,8,3,1,75.03727443333334
accident,Bellary Road 2,High,0,Yelahanka,20,2,0,30.054063183333334
vehicle_breakdown,Old Airport Road,High,0,Jeevanbheemanagar,6,5,0,15.971929466666667
vehicle_breakdown,Hosur Road,High,0,Madiwala,10,0,0,68.04666115
vehicle_breakdown,Mysore Road,High,1,Halasuru Gate,5,2,0,62.4407437
vehicle_breakdown,Hosur Road,High,0,Madiwala,3,5,0,70.40309615
others,Non-corridor,Low,0,Wilson Garden,20,5,0,261.85771655
water_logging,Non-corridor,Low,0,Wilson Garden,7,4,1,33.98230143333333
vehicle_breakdown,Old Airport Road,High,0,Halasur,23,0,0,10.285472433333332
tree_fall,Non-corridor,Low,1,Peenya,10,2,0,32.49691728333333
vehicle_breakdown,Non-corridor,Low,0,Electronic City,20,1,0,111.66607546666668
vehicle_breakdown,ORR East 2,High,0,HAL Old Airport,2,1,0,1.318493583333333
tree_fall,Non-corridor,Low,0,Kodigehalli,5,1,0,16.6391068
tree_fall,Mysore Road,High,1,Ashok Nagar,7,4,1,185.27675816666667
vehicle_breakdown,Non-corridor,Low,0,Magadi Road,5,6,0,16.8068625
vehicle_breakdown,Non-corridor,Low,0,Sadashivanagar,6,5,0,28.43533366666667
vehicle_breakdown,Bellary Road 2,High,0,Yelahanka,19,2,1,20.8340875
vehicle_breakdown,ORR West 1,High,0,Byatarayanapura,3,2,0,100.30296911666666
vehicle_breakdown,Old Madras Road,High,0,Jeevanbheemanagar,7,1,1,18.50310048333333
vehicle_breakdown,Non-corridor,Low,0,K.R. Pura,1,4,0,154.20150111666666
tree_fall,Non-corridor,Low,1,Jayanagara,0,0,0,76.98202371666666
vehicle_breakdown,Non-corridor,Low,0,Sheshadripuram,4,5,0,12.882103016666669
vehicle_breakdown,Bannerghata Road,High,0,Hulimavu,9,6,1,34.15102665
vehicle_breakdown,Non-corridor,Low,0,J.P. Nagar,6,3,0,5.6324983500000005
vehicle_breakdown,West of Chord Road,High,0,Malleshwaram,19,4,1,119.55588141666668
vehicle_breakdown,Bellary Road 2,High,0,Yelahanka,20,6,0,74.97160621666667
vehicle_breakdown,Non-corridor,Low,0,Sadashivanagar,3,2,0,25.91794045
pot_holes,Non-corridor,Low,0,Whitefield,22,3,0,9.87261625
tree_fall,ORR North 1,High,0,Banaswadi,6,4,0,27.822454966666665
tree_fall,Non-corridor,Low,0,Jalahalli,20,4,0,48.916281016666666
vehicle_breakdown,Old Madras Road,High,0,Jeevanbheemanagar,9,2,1,19.606597833333336
vehicle_breakdown,Non-corridor,Low,0,Wilson Garden,19,1,1,129.90277936666666
vehicle_breakdown,Bellary Road 1,High,0,Sadashivanagar,11,5,0,114.21673276666668
vehicle_breakdown,Non-corridor,Low,0,Upparpet,4,2,0,35.74058483333333
vehicle_breakdown,Mysore Road,High,0,Chamarajpet,9,4,1,35.12267365
vehicle_breakdown,Non-corridor,Low,0,Electronic City,22,4,0,26.693448083333333
vehicle_breakdown,Bannerghata Road,High,0,Mico Layout,20,6,0,64.36110058333334
accident,Old Madras Road,High,0,Jeevanbheemanagar,0,4,0,41.571545316666665
vehicle_breakdown,Bellary Road 1,High,0,High ground,20,4,0,32.6073129
water_logging,Mysore Road,High,0,Ashok Nagar,5,1,0,324.67876015
vehicle_breakdown,Non-corridor,Low,0,Malleshwaram,1,5,0,71.16974789999999
vehicle_breakdown,ORR West 1,High,0,Banashankari,4,5,0,45.38100588333334
accident,Non-corridor,Low,0,K.S. Layout,23,2,0,4.357959916666667
vehicle_breakdown,IRR(Thanisandra road),High,0,Ashok Nagar,19,6,1,16.959205216666668
accident,Old Airport Road,High,0,Jeevanbheemanagar,19,4,1,35.956496816666665
vehicle_breakdown,Mysore Road,High,0,Ashok Nagar,5,1,0,8.1381474
others,Mysore Road,High,0,Chamarajpet,7,4,1,3.8131514166666665
others,Magadi Road,High,0,Magadi Road,7,5,1,24.95513465
vehicle_breakdown,Bellary Road 1,High,0,Sadashivanagar,22,5,0,40.69936873333334
vehicle_breakdown,Mysore Road,High,0,Byatarayanapura,22,3,0,38.7856253
vehicle_breakdown,ORR North 1,High,0,Banaswadi,20,4,0,25.888201816666665
vehicle_breakdown,ORR North 2,High,0,Jalahalli,20,1,0,119.49004745
vehicle_breakdown,ORR North 1,High,0,Banaswadi,19,5,1,36.730649516666666
vehicle_breakdown,Non-corridor,Low,0,Sheshadripuram,23,4,0,113.74449883333334
vehicle_breakdown,IRR(Thanisandra road),High,1,Jeevanbheemanagar,20,0,0,51.23013096666667
vehicle_breakdown,Non-corridor,Low,1,K.R. Pura,4,3,0,17.2937739
accident,ORR North 1,High,0,Banaswadi,5,5,0,50.145977466666665
vehicle_breakdown,ORR North 2,High,0,Jalahalli,2,6,0,6.094190583333333
vehicle_breakdown,Mysore Road,High,0,Chamarajpet,8,6,1,32.330133016666665
others,Bellary Road 1,High,0,Sadashivanagar,2,1,0,99.88255601666668
tree_fall,West of Chord Road,High,0,Magadi Road,9,0,1,31.80648258333333
vehicle_breakdown,Bellary Road 1,High,1,High ground,2,3,0,4.576298216666667
vehicle_breakdown,Mysore Road,High,1,Halasuru Gate,22,1,0,33.748134783333334
vehicle_breakdown,Non-corridor,Low,0,Jayanagara,2,1,0,13.084814833333333
vehicle_breakdown,Bellary Road 2,High,0,Chikkajala,8,3,1,35.270044866666666
vehicle_breakdown,Mysore Road,High,0,Ashok Nagar,23,1,0,95.59043028333332
construction,ORR East 2,High,0,HAL Old Airport,19,4,1,397.8982905833333
vehicle_breakdown,Hosur Road,High,0,Madiwala,10,0,0,18.803711733333333
vehicle_breakdown,Mysore Road,High,0,Byatarayanapura,19,0,1,90.53504385
vehicle_breakdown,Mysore Road,High,0,Byatarayanapura,8,6,1,34.26564135
tree_fall,Non-corridor,Low,1,Malleshwaram,20,5,0,38.38311856666667
vehicle_breakdown,Non-corridor,Low,1,K.R. Pura,23,6,0,21.73580035
road_conditions,Hosur Road,High,0,Adugodi,0,3,0,31.40482066666667
vehicle_breakdown,Old Airport Road,High,0,Jeevanbheemanagar,21,1,0,21.842817266666668
vehicle_breakdown,Magadi Road,High,0,Kamakshipalya,6,1,0,61.61077986666667
vehicle_breakdown,Non-corridor,Low,0,Halasuru Gate,6,5,0,78.58225675
vehicle_breakdown,Mysore Road,High,0,Byatarayanapura,2,2,0,32.78711466666667
vehicle_breakdown,ORR North 1,High,0,Hebbala,4,2,0,64.03269065
vehicle_breakdown,Mysore Road,High,0,Halasuru Gate,0,6,0,41.27645373333333
others,ORR North 2,High,0,Jalahalli,21,4,0,142.48538508333334
vehicle_breakdown,Bellary Road 2,High,0,Yelahanka,7,6,1,6.093109766666667
vehicle_breakdown,Varthur Road,High,0,Whitefield,2,3,0,122.43185746666668
vehicle_breakdown,Non-corridor,Low,0,Electronic City,17,1,1,45.34402125
vehicle_breakdown,Mysore Road,High,0,Ashok Nagar,0,4,0,40.43931741666667
vehicle_breakdown,Hosur Road,High,0,Ashok Nagar,19,3,1,103.09514586666666
vehicle_breakdown,Non-corridor,Low,0,Banaswadi,1,5,0,14.0151522
vehicle_breakdown,Bellary Road 2,High,0,Yelahanka,1,6,0,46.69524255
vehicle_breakdown,Non-corridor,Low,0,K.R. Pura,0,6,0,12.90432295
congestion,West of Chord Road,High,0,Byatarayanapura,20,4,0,65.45038186666666
accident,Tumkur Road,High,0,Yeshwanthpura,18,5,1,40.03595935
vehicle_breakdown,Non-corridor,Low,0,Shivajinagar,22,3,0,26.267882366666665
vehicle_breakdown,Magadi Road,High,0,Kamakshipalya,6,2,0,9.717715233333331
vehicle_breakdown,Non-corridor,Low,0,Vijayanagara,2,6,0,38.377358533333336
vehicle_breakdown,Hennur Main Road,High,0,K.G. Halli,1,3,0,14.030502116666666
road_conditions,Non-corridor,Low,0,Yelahanka,21,3,0,566.6772309666667
