id,description,event_cause,priority,police_station,corridor
FKID000061,Kadubisanahalli toward devarabisnahalli car starting problem,vehicle_breakdown,High,HAL Old Airport,ORR East 1
FKID004953,19 main towards dipo vehicle breakdown no problem for traffic,vehicle_breakdown,High,HSR Layout,ORR East 1
FKID007063,Air leaked,vehicle_breakdown,High,Halasuru Gate,Mysore Road
FKID003368,ಆರ್ ಬಿ ಎಂ ಎಂ ಎಸ್ ಗ್ರೌಂಡ್ ಇಂದ ದೋಬಿ ಘಾಟ್ ಕಡೆಗೆ ಈ ವಾಹನವು ಅಪ್ಲೋಡ್ ಆಗಿರುತ್ತೆ ಸಂಚಾರಕ್ಕೆ ಯಾವುದೇ ತೊಂದರೆ ಇರುವುದಿಲ್ಲ,vehicle_breakdown,Low,Shivajinagar,Non-corridor
FKID000001,Starting problem,vehicle_breakdown,High,HSR Layout,ORR East 1
FKID000013,Starting problem,others,High,Hebbala,ORR North 1
FKID000171,Starting problem,vehicle_breakdown,Low,Jnanabharathi,Non-corridor
FKID000290,Starting problem,vehicle_breakdown,High,Kodigehalli,Bellary Road 1
FKID000358,Starting problem,vehicle_breakdown,High,Kodigehalli,Bellary Road 1
FKID000370,Starting problem,vehicle_breakdown,High,Byatarayanapura,Mysore Road
FKID000739,starting problem,vehicle_breakdown,High,Hebbala,Bellary Road 1
FKID000755,starting problem,vehicle_breakdown,High,Mico Layout,Bannerghata Road
FKID000815,starting problem,vehicle_breakdown,High,Jalahalli,ORR North 2
FKID000829,starting problem,others,High,Mahadevapura,ORR North 1
FKID000839,starting problem,vehicle_breakdown,High,Banaswadi,Old Madras Road
FKID000844,starting problem,vehicle_breakdown,Low,Sheshadripuram,Non-corridor
FKID000924,starting problem,vehicle_breakdown,Low,Kamakshipalya,Non-corridor
FKID000975,starting problem,vehicle_breakdown,Low,K.R. Pura,Non-corridor
FKID000982,starting problem,vehicle_breakdown,High,Banaswadi,Old Madras Road
FKID001042,starting problem,vehicle_breakdown,High,Hebbala,Bellary Road 1
FKID001044,starting problem,vehicle_breakdown,High,Byatarayanapura,West of Chord Road
FKID001077,starting problem,vehicle_breakdown,High,Kodigehalli,Bellary Road 1
FKID001108,starting problem,vehicle_breakdown,High,Kodigehalli,Bellary Road 2
FKID001119,starting problem,vehicle_breakdown,Low,K.R. Pura,Non-corridor
FKID001147,starting problem,vehicle_breakdown,Low,Madiwala,Non-corridor
FKID001157,starting problem,vehicle_breakdown,Low,K.R. Pura,Non-corridor
FKID001225,starting problem,vehicle_breakdown,Low,Malleshwaram,Non-corridor
FKID001240,starting problem,vehicle_breakdown,Low,Sadashivanagar,Non-corridor
FKID001241,starting problem,vehicle_breakdown,High,Banaswadi,Old Madras Road
FKID001361,starting problem,vehicle_breakdown,High,Jnanabharathi,Mysore Road
FKID001364,starting problem,vehicle_breakdown,High,Malleshwaram,West of Chord Road
FKID001506,starting problem,vehicle_breakdown,High,R.T. Nagar,Bellary Road 1
FKID001510,starting problem,vehicle_breakdown,Low,K.R. Pura,Non-corridor
FKID001633,starting problem,vehicle_breakdown,Low,Sadashivanagar,Non-corridor
FKID001752,starting problem,vehicle_breakdown,High,Chamarajpet,Mysore Road
FKID001767,starting problem,vehicle_breakdown,High,Sadashivanagar,Bellary Road 1
FKID001811,starting problem,vehicle_breakdown,High,Kodigehalli,Bellary Road 1
FKID001848,starting problem,vehicle_breakdown,High,Banaswadi,Old Madras Road
FKID002016,starting problem,vehicle_breakdown,High,Sadashivanagar,Bellary Road 1
FKID002223,starting problem,vehicle_breakdown,High,Yeshwanthpura,Tumkur Road
FKID002387,starting problem,others,High,Sadashivanagar,Bellary Road 1
FKID002396,starting problem,vehicle_breakdown,High,Sadashivanagar,Bellary Road 1
FKID002431,starting problem,vehicle_breakdown,High,Kodigehalli,Bellary Road 1
FKID002437,Starting problem,vehicle_breakdown,Low,Jnanabharathi,Non-corridor
FKID002484,Starting problem,vehicle_breakdown,High,Magadi Road,Magadi Road
FKID002537,starting problem,vehicle_breakdown,High,Kodigehalli,Bellary Road 1
FKID002554,starting problem,vehicle_breakdown,High,Byatarayanapura,Mysore Road
FKID002623,starting problem,vehicle_breakdown,High,Kodigehalli,Bellary Road 1
FKID002652,starting problem,vehicle_breakdown,High,Byatarayanapura,Mysore Road
FKID002795,starting problem,vehicle_breakdown,High,Yelahanka,Bellary Road 2
FKID002837,starting problem,vehicle_breakdown,High,Sadashivanagar,Bellary Road 1
FKID002893,starting problem,vehicle_breakdown,High,Shivajinagar,Old Madras Road
FKID002912,starting problem,vehicle_breakdown,High,Yeshwanthpura,Tumkur Road
FKID002913,starting problem,vehicle_breakdown,High,Yeshwanthpura,Tumkur Road
FKID002964,starting problem,vehicle_breakdown,High,Sadashivanagar,Bellary Road 1
FKID002970,starting problem,others,High,Banaswadi,ORR East 2
FKID002972,starting problem,others,High,Mahadevapura,ORR East 2
FKID002978,starting problem,others,Low,Rajajinagar,Non-corridor
FKID002989,Starting problem,vehicle_breakdown,High,Magadi Road,Magadi Road
FKID003096,starting problem,vehicle_breakdown,High,Byatarayanapura,Mysore Road
FKID003123,starting problem,vehicle_breakdown,High,Yeshwanthpura,Tumkur Road
FKID003259,Starting Problem,vehicle_breakdown,High,Kamakshipalya,Magadi Road
FKID003458,starting problem,vehicle_breakdown,High,Jeevanbheemanagar,Old Airport Road
FKID003723,starting problem,vehicle_breakdown,High,HAL Old Airport,Varthur Road
FKID003779,starting problem,vehicle_breakdown,High,Cubbon Park,Old Madras Road
FKID003847,starting problem,vehicle_breakdown,High,Halasuru Gate,Mysore Road
FKID003986,starting problem,vehicle_breakdown,Low,Chamarajpet,Non-corridor
FKID004057,starting problem,vehicle_breakdown,High,R.T. Nagar,Bellary Road 1
FKID004090,starting problem,vehicle_breakdown,Low,Jnanabharathi,Non-corridor
FKID004172,Starting problem,others,Low,No Police Station,Non-corridor
FKID004365,Starting problem,vehicle_breakdown,Low,No Police Station,Non-corridor
FKID004424,Starting problem,vehicle_breakdown,Low,K.R. Pura,Non-corridor
FKID004496,Starting problem,vehicle_breakdown,Low,K.R. Pura,Non-corridor
FKID004559,Starting problem,vehicle_breakdown,Low,K.R. Pura,Non-corridor
FKID004580,Starting problem,vehicle_breakdown,Low,K.R. Pura,Non-corridor
FKID004589,starting problem,vehicle_breakdown,High,HSR Layout,ORR East 1
FKID004599,Starting problem,vehicle_breakdown,Low,K.R. Pura,Non-corridor
FKID004610,Starting problem,vehicle_breakdown,High,Sadashivanagar,Bellary Road 1
FKID004675,Starting problem,vehicle_breakdown,High,Sadashivanagar,Bellary Road 1
FKID004717,Starting problem,vehicle_breakdown,High,Hebbala,ORR North 1
FKID004754,Starting problem,vehicle_breakdown,High,Kodigehalli,Bellary Road 1
FKID004786,Starting problem,vehicle_breakdown,High,R.T. Nagar,Bellary Road 1
FKID004904,Starting problem,vehicle_breakdown,Low,K.G. Halli,Non-corridor
FKID005007,Starting problem,vehicle_breakdown,High,High ground,Bellary Road 1
FKID005076,Starting problem,vehicle_breakdown,Low,K.R. Pura,Non-corridor
FKID005148,Starting problem,vehicle_breakdown,High,Hebbala,ORR North 1
FKID005193,Starting problem,others,Low,Mahadevapura,Non-corridor
FKID005199,Starting problem,vehicle_breakdown,High,Kodigehalli,Bellary Road 1
FKID005207,Starting problem,vehicle_breakdown,High,R.T. Nagar,Bellary Road 1
FKID005236,Starting problem,vehicle_breakdown,High,Kamakshipalya,Magadi Road
FKID005237,Starting problem,vehicle_breakdown,High,Kodigehalli,Bellary Road 1
FKID005282,Starting problem,vehicle_breakdown,Low,K.R. Pura,Non-corridor
FKID005575,Starting problem,vehicle_breakdown,High,Hennuru,Hennur Main Road
FKID005606,Starting problem,vehicle_breakdown,High,Sadashivanagar,Bellary Road 1
FKID005735,Starting problem,vehicle_breakdown,High,Jalahalli,ORR North 2
FKID005744,Starting problem,vehicle_breakdown,Low,Malleshwaram,Non-corridor
FKID005889,Starting problem,vehicle_breakdown,High,Jeevanbheemanagar,Old Airport Road
FKID005914,Starting problem,vehicle_breakdown,High,Hebbala,Bellary Road 1
FKID005941,Starting problem,vehicle_breakdown,Low,Chamarajpet,Non-corridor
FKID005970,Starting problem,vehicle_breakdown,High,Yelahanka,Bellary Road 2
FKID006026,Starting problem,vehicle_breakdown,Low,Sadashivanagar,Non-corridor
FKID006028,starting problem,vehicle_breakdown,High,Kodigehalli,Bellary Road 1
FKID006036,Starting problem,vehicle_breakdown,Low,Sadashivanagar,Non-corridor
FKID006050,Starting problem,vehicle_breakdown,Low,Sadashivanagar,Non-corridor
FKID006052,Starting problem,vehicle_breakdown,High,Kodigehalli,Bellary Road 2
FKID006076,Starting problem,vehicle_breakdown,High,Byatarayanapura,Mysore Road
FKID006208,Starting problem,vehicle_breakdown,High,Byatarayanapura,Mysore Road
FKID006250,Starting problem,vehicle_breakdown,High,Magadi Road,Magadi Road
FKID006294,Starting problem,vehicle_breakdown,High,Peenya,Tumkur Road
FKID006339,Starting problem,vehicle_breakdown,High,Banaswadi,ORR North 1
FKID006375,Starting problem,vehicle_breakdown,High,Magadi Road,Magadi Road
FKID006414,Starting problem,vehicle_breakdown,Low,Wilson Garden,Non-corridor
FKID006428,Starting problem,vehicle_breakdown,High,Kodigehalli,Bellary Road 2
FKID006476,Starting problem,vehicle_breakdown,High,Byatarayanapura,ORR West 1
FKID006564,starting problem,vehicle_breakdown,High,Chikkabanavara,Tumkur Road
FKID006566,Starting problem,others,Low,Mahadevapura,Non-corridor
FKID006637,Starting problem,vehicle_breakdown,Low,Halasuru Gate,Non-corridor
FKID006950,Starting problem,others,High,Jalahalli,ORR North 2
FKID006967,Starting problem,vehicle_breakdown,High,Halasuru Gate,Mysore Road
FKID007226,Starting problem,vehicle_breakdown,High,City Market,Mysore Road
FKID007263,Starting problem,vehicle_breakdown,Low,Halasuru Gate,Non-corridor
FKID007265,Starting problem,vehicle_breakdown,High,Halasuru Gate,Mysore Road
FKID007319,Starting problem,vehicle_breakdown,High,Kodigehalli,Bellary Road 1
FKID007333,Starting problem,vehicle_breakdown,Low,Sadashivanagar,Non-corridor
FKID007338,Starting problem,vehicle_breakdown,Low,Mahadevapura,Non-corridor
FKID007355,Starting problem,vehicle_breakdown,Low,Magadi Road,Non-corridor
FKID007376,Starting problem,vehicle_breakdown,High,Yelahanka,Bellary Road 2
FKID007432,Starting problem,vehicle_breakdown,Low,Sheshadripuram,Non-corridor
FKID007521,Starting problem,vehicle_breakdown,High,Yeshwanthpura,Tumkur Road
FKID007539,Starting problem,vehicle_breakdown,High,Jalahalli,ORR North 2
FKID007555,Starting problem,vehicle_breakdown,Low,Sheshadripuram,Non-corridor
FKID007618,Starting problem,vehicle_breakdown,Low,K.R. Pura,Non-corridor
FKID007769,Starting problem,vehicle_breakdown,High,Banaswadi,ORR North 1
FKID007778,Starting problem,vehicle_breakdown,High,Rajajinagar,West of Chord Road
FKID007812,Starting problem,vehicle_breakdown,High,Halasuru Gate,Mysore Road
FKID007859,Starting problem,vehicle_breakdown,Low,Chamarajpet,Non-corridor
FKID007895,Starting problem,others,Low,Sadashivanagar,Non-corridor
FKID007980,Starting problem,vehicle_breakdown,High,Hebbala,Bellary Road 2
FKID007992,Starting problem,vehicle_breakdown,High,Kodigehalli,Bellary Road 2
FKID008044,Starting problem,vehicle_breakdown,High,Kodigehalli,Bellary Road 2
FKID008045,Starting problem,vehicle_breakdown,High,Sadashivanagar,Bellary Road 1
FKID008081,Starting problem,vehicle_breakdown,High,Chikkabanavara,Tumkur Road
FKID008139,Starting problem,others,Low,Shivajinagar,Non-corridor
FKID002472,"chokkasandra junction outgoing traffic, normal traffic movement.",vehicle_breakdown,High,Peenya,Tumkur Road
FKID001383,air system problem,vehicle_breakdown,High,Rajajinagar,West of Chord Road
FKID002136,infront life style [LOCATION] towards Sony world signal..,vehicle_breakdown,High,Adugodi,IRR(Thanisandra road)
FKID006752,Door air bust,vehicle_breakdown,High,Peenya,Tumkur Road
FKID001940,Car off raod mutyalamma towards gg palya one side movement,vehicle_breakdown,High,Yeshwanthpura,Tumkur Road
FKID007395,Vehicle joint cut down,vehicle_breakdown,High,Vijayanagara,West of Chord Road
FKID005363,Vehicle breakdown at today morning 2am  infront of cbi office towards city service road sir,vehicle_breakdown,High,Kodigehalli,Bellary Road 1
FKID001720,"ksrtc vehicle breakdown near sarakki junction moving from sarakki junction towards jaraganahalli [LOCATION] main road towards outgoing side, traffic slow moving..it takes around 30 min to repair..",vehicle_breakdown,High,J.P. Nagar,ORR West 1
FKID004974,BTM 7Th main jn to Jayadeva jn,vehicle_breakdown,Low,Mico Layout,Non-corridor
FKID000872,medahalli bridge towards Hosakote vehicle brokedown traffic no problem sir,vehicle_breakdown,Low,K.R. Pura,Non-corridor
FKID000401,Wheel broken,vehicle_breakdown,High,Hebbala,Bellary Road 1
FKID005910,Darga towards JC nagar PS junction jayamahal road traffic movement free,vehicle_breakdown,Low,R.T. Nagar,Non-corridor
FKID005515,Since two days this vehicle is here only becouse of breakdown,vehicle_breakdown,High,Yelahanka,Hennur Main Road
FKID001353,cauvery junction to stock 15 outgoing side near giriyasa showroom on vahical moved side no traffic problem sir,vehicle_breakdown,High,Sadashivanagar,Bellary Road 1
FKID003169,ಸ್ಕೂಲ್ ಬಸ್ ಬ್ರೇಕ್ ಡೌನ್ ಆಗಿ ಸೈಡ್ ನಲ್ಲಿ ನಿಂತಿರುತ್ತದೆ ವಾಹನ ಸಂಚಾರಕ್ಕೆ ಯಾವುದೇ ತೊಂದರೆ ಇಲ್ಲ ಸರ್,vehicle_breakdown,Low,Jnanabharathi,Non-corridor
FKID000460,Off road towards [LOCATION] near madhanayakanahalli out going main track traffic normal moving sir,vehicle_breakdown,Low,No Police Station,Non-corridor
FKID001478,minybus off' road at khode,vehicle_breakdown,Low,Chamarajpet,Non-corridor
FKID001430,"front wheel punctured, driver changing the wheel",vehicle_breakdown,Low,Pulikeshinagar(F.Town),Non-corridor
FKID004745,Breakdown breakdown,vehicle_breakdown,Low,No Police Station,Non-corridor
FKID001069,Big Bazaar towards ngef,vehicle_breakdown,High,Jeevanbheemanagar,Old Madras Road
FKID003331,vehicle puncher..,vehicle_breakdown,Low,Banashankari,Non-corridor
FKID006689,ದೇವರ [PERSON] ಈ ಲಾರಿ ಸ್ಟಾರ್ಟಿಂಗ್ ಸಮಸ್ಯೆ ಆಗಿ ನಿಂತಿದೆ ಸಂಚಾರ ಕ್ಕೆ ಯಾವುದೇ ಸಮಸ್ಯೆ ಇಲ್ಲಾ,vehicle_breakdown,High,HAL Old Airport,ORR East 1
FKID005901,Jakkur aerodrome on flyover towards airport due to tirebrust traffic slow moment sir,vehicle_breakdown,High,Yelahanka,Bellary Road 2
FKID003193,KSRTC BUS gear cut aagi off road at Lakshmi hospital opp towards sunkadakatte,vehicle_breakdown,High,Kamakshipalya,Magadi Road
FKID001369,"vehicle break down hebbala circle old service road, vehicle left side of the road no problem for traffic movement sir",vehicle_breakdown,High,Kodigehalli,Bellary Road 1
FKID004106,due to tyre bhrasht sir traffic no problem,vehicle_breakdown,High,Jalahalli,ORR North 2
FKID007280,One side traffic movement sir,vehicle_breakdown,Low,Malleshwaram,Non-corridor
FKID003432,ananda nagar cross towards hebbal ps no entry front wheel puncher traffic moments no problem sir,vehicle_breakdown,High,Hebbala,Bellary Road 1
FKID005569,[LOCATION] onflyover to wards airport BBmp [PERSON] tyer bust sir,vehicle_breakdown,High,Yelahanka,Bellary Road 2
FKID006554,Vahicle air problem,vehicle_breakdown,High,Malleshwaram,West of Chord Road
FKID004075,d Mart near [LOCATION] road,vehicle_breakdown,High,Chamarajpet,Mysore Road
FKID004813,Wheel puncher,vehicle_breakdown,High,Kodigehalli,Bellary Road 1
FKID004972,Wheel puncher,vehicle_breakdown,High,Hebbala,Bellary Road 1
FKID001536,Iblur towards Bellandur,vehicle_breakdown,Low,Bellandur,Non-corridor
FKID000689,vahical breakdown near ganesh temple k r purma to hoskote air,vehicle_breakdown,Low,K.R. Pura,Non-corridor
FKID008076,ದೇವರ [PERSON] ಡಿಜಲ ಖಾಲಿ ಆಗಿ ನಿಂತು ಹೊಗಿದ್ದೆ ಸಂಚಾರ ನಿಧಾನವಾಗಿ ರುತ್ತದೆ ದೇವರ ಬೇಸನಹಳ್ಳಿ ನಿಂದ್ ಕಾಡು ಬೇಸನಹಳ್ಳಿ,vehicle_breakdown,High,HAL Old Airport,ORR East 1
FKID004338,Break oil leakage,vehicle_breakdown,High,Hebbala,Bellary Road 1
FKID004554,BMTC bus off road sir,vehicle_breakdown,Low,Mahadevapura,Non-corridor
FKID004654,Near Home town [LOCATION] Regarding front Right wheel functure,vehicle_breakdown,High,HAL Old Airport,ORR East 1
FKID007486,Vahical breakdown near govt hospital k r purma,vehicle_breakdown,Low,K.R. Pura,Non-corridor
FKID002953,[PERSON] on flyover towards airport car offroad sir,vehicle_breakdown,High,Kodigehalli,Bellary Road 2
FKID007909,Peenya NH4 Incoming Goods carrier HGV vehicle off road between Chokkadandra and Jalahalli cross vehicles one side moving towards Jalahalli cross,vehicle_breakdown,High,Peenya,Tumkur Road
FKID003782,vehicle breakdown due to technical problem outgoing service road near arkavati bridge slow moving traffic sir,vehicle_breakdown,Low,Chikkabanavara,Non-corridor
FKID002848,clutch plate jaam,vehicle_breakdown,Low,Electronic City,Non-corridor
FKID003236,Left side tyre blast Kadubeesanahalli underpass towards devarabeesanahalli it will  be clear within 20 minutes call [PHONE],vehicle_breakdown,High,HAL Old Airport,ORR East 1
FKID001994,dairy circle towards tavarekere signal me prestige group appt ment marigowda road bmtc bus puncture,vehicle_breakdown,Low,Mico Layout,Non-corridor
FKID002193,"ಸಿಮೆಂಟ್ ಬಲ್ಕರ್ ವಾಹನವನ್ನು ಡ್ರೈವರ್ ನಿರ್ಲಕ್ಷ್ಯದಿಂದ ರಸ್ತೆಯಲ್ಲಿ ನಿಲ್ಲಿಸಿ ಹೋಗಿರುತ್ತಾನೆ, ಟ್ರಾಫಿಕ್ ಗೆ [PERSON] ಉಂಟಾಗುತ್ತಿದೆ.",vehicle_breakdown,Low,Jnanabharathi,Non-corridor
FKID003401,break down agide,vehicle_breakdown,Low,Wilson Garden,Non-corridor
FKID007094,Back wheel cut sir.,vehicle_breakdown,High,City Market,Mysore Road
FKID001936,traffic narmal,vehicle_breakdown,Low,Cubbon Park,Non-corridor
FKID006110,Battery problem sir.,vehicle_breakdown,Low,Chamarajpet,Non-corridor
FKID004840,BMTC bus break fileur sir,vehicle_breakdown,High,Hennuru,Hennur Main Road
FKID002657,ksrtc bus off road,vehicle_breakdown,High,Rajajinagar,West of Chord Road
FKID003475,HGV off road starting problem one side traffic movement sir near [LOCATION] road,vehicle_breakdown,Low,Chikkabanavara,Non-corridor
FKID007391,Car in break down,vehicle_breakdown,High,J.P. Nagar,Bannerghata Road
FKID001426,Normal Traffic moving sir,vehicle_breakdown,High,City Market,Mysore Road
FKID006585,BMTC bus break fail,vehicle_breakdown,Low,Mahadevapura,Non-corridor
FKID005986,ಗೇರ್ ಪ್ರಾಬ್ಲಮ್ ಬಿಎಂಟಿಸಿ ಬಸ್,vehicle_breakdown,High,Byatarayanapura,Mysore Road
FKID004261,ಮೋರಿ ಟು ತಾವರೆಕೆರೆ 16 th main,vehicle_breakdown,Low,Mico Layout,Non-corridor
FKID004372,[LOCATION] traffi [LOCATION],vehicle_breakdown,Low,No Police Station,Non-corridor
FKID004076,Vehicle Breakdown Due To [PERSON],vehicle_breakdown,High,Banaswadi,Airport New South Road
FKID000210,"On Sumanahalli flyover, malagala towards laggeri",vehicle_breakdown,High,Kamakshipalya,Magadi Road
FKID000383,due to break liver cut [LOCATION] bus off road traffic slow movement towards sumanahalli,vehicle_breakdown,High,Kamakshipalya,Magadi Road
FKID000384,[PERSON] broken,vehicle_breakdown,High,Kodigehalli,Bellary Road 1
FKID000256,ನಮಸ್ಕಾರ ಮೇಡಂ,vehicle_breakdown,High,HAL Old Airport,ORR East 1
FKID001028,ನಮಸ್ಕಾರ ಮೇಡಂ,pot_holes,High,HAL Old Airport,ORR East 1
FKID001853,ನಮಸ್ಕಾರ ಮೇಡಂ,vehicle_breakdown,High,HAL Old Airport,ORR East 1
FKID006805,The car Wheel remove body ypr down ramp towards [LOCATION],vehicle_breakdown,High,Yeshwanthpura,Tumkur Road
FKID002326,statar problem,vehicle_breakdown,High,Banaswadi,Old Madras Road
FKID005813,Starting problem & vacuum problem,vehicle_breakdown,Low,Upparpet,Non-corridor
FKID002279,Malleswaram towards majestic [LOCATION] bus off road one side traffic moment no problem,vehicle_breakdown,Low,Malleshwaram,Non-corridor
FKID001696,[LOCATION] Sir...,vehicle_breakdown,Low,Whitefield,Non-corridor
FKID004566,Rupena agrahara bus stop twords silk board bmtc bus of road wheel jum traffic normal moving sir,vehicle_breakdown,High,Madiwala,Hosur Road
FKID006975,LGV OFF TOAD ROAD DUE TO REAR WHEEL PUNCTURE,vehicle_breakdown,High,Hulimavu,Hosur Road
FKID007369,"[LOCATION] goods vehicle breakdown due to axal cut at GKVK on flyover towards airport ,traffic no problem sir",vehicle_breakdown,High,Yelahanka,Bellary Road 2
FKID007881,Yeshwanthapura On Flyover Incoming Tata Ace Puncher Traffic One Side Moment sir,vehicle_breakdown,High,Yeshwanthpura,Tumkur Road
FKID001556,ಇಂಜಿನ್ ಸಮಸ್ಯೆ,vehicle_breakdown,Low,Rajajinagar,Non-corridor
FKID005893,ಇಂಜಿನ್ ಸಮಸ್ಯೆ,vehicle_breakdown,Low,Rajajinagar,Non-corridor
FKID001656,Good morning sir [LOCATION] junction Nexus Whitefield towards varthur [PERSON] side LGV off load starting problem sir [PERSON] movement normal ede,vehicle_breakdown,Low,Whitefield,Non-corridor
FKID000476,ದೊಡ್ಡ ಜಲ ಫ್ಲೈವರ್ ಮೇಲೆ ಟುವರ್ಡ್ಸ್ ಸಿಟಿ ಕಡೆಗೆ ಭರತ್ ಬೆಂಜ್ ಟಿಪ್ಪರ್ ಗಾಡಿ ಆಫ್ ಲೋಡ್ ಆಗಿರುತ್ತದೆ ಟ್ರಾಫಿಕ್ ಗೆ ಯಾವುದೇ [PERSON] ಇರುವುದಿಲ್ಲ 15 ಮಿನಿಟ್ಸ್ ಗಾಡಿ ರಿಮೂವ್ ಆಗುತ್ತದೆ ಸರ್,vehicle_breakdown,High,Chikkajala,Bellary Road 2
FKID001193,bagalur Cross towards air port sir traffic movement normal sir,vehicle_breakdown,High,Yelahanka,Bellary Road 2
FKID004248,Tyre problem,vehicle_breakdown,Low,Kamakshipalya,Non-corridor
FKID005912,Mahindra car breakdown on electronic city flyover towards [LOCATION] near [LOCATION] signal traffic is slow moving,vehicle_breakdown,High,HSR Layout,Hosur Road
FKID000134,ಅಯ್ಯಪ್ಪ ಜಂಕ್ಷನ್ ಇಂದ ಹೋಗುವ ಮಾರ್ಗ ಮಧ್ಯೆ ಕಸದ ಲಾರಿ ಬ್ರೇಕ್ ಡೌನ್ ಆಗಿರುತ್ತದೆ ಸರ್,vehicle_breakdown,High,Madiwala,Hosur Road
FKID002125,[LOCATION] road towards airport track,vehicle_breakdown,High,Kodigehalli,Bellary Road 1
FKID006442,Fuel problem,vehicle_breakdown,High,Byatarayanapura,Mysore Road
FKID003407,hgv vehicle offroad due to tyre burst towards outgoing mainroad near [LOCATION],vehicle_breakdown,Low,Peenya,Non-corridor
FKID001183,vehicle breakdown k02 towards to h13 starting problem,vehicle_breakdown,High,Jeevanbheemanagar,Old Airport Road
FKID007789,Bus break down at vidyasshilpa towards city near flyover,vehicle_breakdown,High,Yelahanka,Bellary Road 2
FKID007827,Chain accident total 5 vehicle hosa road flyover sir,vehicle_breakdown,High,Electronic City,Hosur Road
FKID007689,ಗೇರ್ ಬಾಕ್ಸ್ ಜಾಮ್ ಆಗಿ ಆಫ್ ರೋಡ್ ಆಗಿರುತ್ತೆ sir,vehicle_breakdown,Low,Wilson Garden,Non-corridor
FKID005381,[LOCATION] palya junction towards [LOCATION],vehicle_breakdown,Low,Yelahanka,Non-corridor
FKID007897,Veerasandra signal BMTC bus gear joint break,vehicle_breakdown,Low,Electronic City,Non-corridor
FKID007099,"Vehicle off road near [LOCATION] down ramp, traffic normal",vehicle_breakdown,High,Yeshwanthpura,Tumkur Road
FKID006962,Bmtc bus off road towrds ko8 jn. Near mattikere cross   Starting problem sir now traffic no problem,vehicle_breakdown,High,Yeshwanthpura,Tumkur Road
FKID004976,ಭಟ್ಟರಹಳ್ಳಿ ಜಂಕ್ಷನ್ ನಿಂದ  ಮೇಡಳ್ಳಿ ಜಂಕ್ಷನ್ ಹೋಗುವ ಕಡೆ ವೆಹಿಕಲ್ ಬ್ರೇಕ್ ಡೌನ್ ಆಗಿ ನಿಂತಿದೆ ಟ್ರಾಫಿಕ್ ಮುಮೆಂಟ್ ಗೆ ನೋ ಪ್ರಾಬ್ಲೆಮ್ ಸರ್,vehicle_breakdown,Low,K.R. Pura,Non-corridor
FKID000695,Tyre puncture sir,vehicle_breakdown,High,Yeshwanthpura,Tumkur Road
FKID006954,Traffic movement slowed sir,vehicle_breakdown,Low,Jnanabharathi,Non-corridor
FKID001719,car and m/c accident on Fly over towards [LOCATION] near singsandar,vehicle_breakdown,High,Electronic City,Hosur Road
FKID007904,Good morning sir.. [PERSON] flyover towards Kadubisanahalli main road bus breakdown sir traffic slow moment irutte sir,vehicle_breakdown,High,HAL Old Airport,ORR East 1
FKID000954,water tank bearing problem mechanic came and repairing sir,vehicle_breakdown,Low,Adugodi,Non-corridor
FKID003804,m s [LOCATION],vehicle_breakdown,Low,Yelahanka,Non-corridor
FKID001528,vechile break down 30 mint's will be removed,vehicle_breakdown,High,R.T. Nagar,Bellary Road 1
FKID004437,Starting problem sir traffic one side moment sir,vehicle_breakdown,High,Jalahalli,ORR North 2
FKID005201,Starting problem sir traffic one side moment sir,vehicle_breakdown,High,Jalahalli,ORR North 2
FKID004757,vehicle breakdown near. sattva aeropolis towards city,vehicle_breakdown,Low,Devanahalli Airport,Non-corridor
FKID004124,ಕೆಎಸ್ಆರ್ಟಿಸಿ ಬಸ್ ನ ಹಿಂದಿನ  ಎರಡು ಟೈಯರ್ ಗಳು ಒಡೆದು ಹೋಗಿರುತ್ತದೆ. ಡಿಪೋಯಿಂದ ಮೆಕಾನಿಕ್ ಬರುವುದಾಗಿ ತಿಳಿಸಿರುತ್ತಾರೆ.,vehicle_breakdown,Low,K.R. Pura,Non-corridor
FKID007739,ಅರ್ಧ ಘಂಟೆ ಯಲ್ಲಿ ರೆಡಿ ಮಾಡ್ತಾರೆ ಅಂತಾ ಮಾಹಿತಿ ಇರುತ್ತದೆ ಸರ್,vehicle_breakdown,Low,Adugodi,Non-corridor
FKID001284,Axle cut,vehicle_breakdown,Low,R.T. Nagar,Non-corridor
FKID000818,Vehicle off-road due to vaccum cable cut at devasandra market towards city,vehicle_breakdown,Low,K.R. Pura,Non-corridor
FKID002609,concrete mixture offload in [LOCATION] towards gubbi cross,vehicle_breakdown,Low,Hennuru,Non-corridor
FKID002297,Lorry off load engine oil leakage at royal oak opposite ring road towards horamavu junction sir,vehicle_breakdown,High,Banaswadi,ORR North 1
FKID007531,ಕಲ್ಯಾಣ ನಗರ ಸ್ಕೈ ವಾಕ್ ಹತ್ತಿರ ಬಸ್ ಆಫರೋಡ್ ಆಗಿರುತ್ತದೆ.,vehicle_breakdown,High,Banaswadi,ORR North 1
FKID000006,ಬಿಎಂಟಿಸಿ ಬಸ್ ಕೆಟ್ಟು ನಿಂತಿದೆ ಸರ್,vehicle_breakdown,Low,Kengeri,Non-corridor
FKID006713,@taj hotel back gate off road LGV vichicle mes road sir,vehicle_breakdown,High,Yeshwanthpura,Tumkur Road
