id,description,event_cause,priority,police_station,corridor
FKID005224,Potholes at [LOCATION] U Turn Junction,pot_holes,High,High ground,Bellary Road 1
FKID005225,Eicher vehicle off road on widia downramp towards outgoing traffic no problem,vehicle_breakdown,Low,Peenya,Non-corridor
FKID005226,Traffic slow moment,others,Low,Byatarayanapura,Non-corridor
FKID005227,Vehicle break down,vehicle_breakdown,Low,Jalahalli,Non-corridor
FKID005228,Weekly vegitable market @ varthur traffic slow moving varthur to clg to gunjur nd gunjur to varthur [PERSON],congestion,Low,Whitefield,Non-corridor
FKID005230,Towards incoming KSRTC bus,others,Low,No Police Station,Non-corridor
FKID005231,Inbetween 8th main and 9th main outgoing side ballary road,vehicle_breakdown,High,Sadashivanagar,Bellary Road 1
FKID005233,[LOCATION] towards marathhalli and karthiknagara towards mahadevpura traffic movement will be slow due to metrostation piller work,construction,High,HAL Old Airport,ORR East 2
FKID005234,"BMTC bus wheel functor, outing side cauvery junction.. No issues to traffic moment sir.",others,High,Sadashivanagar,Bellary Road 1
FKID005235,This vehicle is uoset on the road veh [VEHICLE],others,High,K.R. Pura,ORR East 2
FKID005236,Starting problem,vehicle_breakdown,High,Kamakshipalya,Magadi Road
FKID005237,Starting problem,vehicle_breakdown,High,Kodigehalli,Bellary Road 1
FKID005238,[PERSON] problem,vehicle_breakdown,High,Malleshwaram,West of Chord Road
FKID005239,Biscom work closing  for 1hour slow movement,construction,High,HAL Old Airport,ORR East 1
FKID005240,HGV off-road due to starting trauble,vehicle_breakdown,Low,K.G. Halli,Non-corridor
FKID005241,LGV vehicle Breakdown,vehicle_breakdown,High,Kodigehalli,Bellary Road 1
FKID005242,Off road this vehicle by starting problem near kempapur towards airport.,vehicle_breakdown,High,Hebbala,Bellary Road 1
FKID005243,Lorry off-road [LOCATION] towards muthyalamma traffic one side moving sir,vehicle_breakdown,High,Jalahalli,ORR North 2
FKID005244,Road repair thar working bbmp new thar work warthur road [PERSON] circle to warthur callage sir vehicle slow moment' sir,construction,Low,Whitefield,Non-corridor
FKID005245,Water logging at y junction in graphite [LOCATION] hoodi main road,water_logging,Low,Mahadevapura,Non-corridor
FKID005246,Car off road near aadishwar due to staring lock sir traffic no problem sir,vehicle_breakdown,High,Kamakshipalya,Magadi Road
FKID005247,ಬನಶಂಕರಿಯಿಂದ ಕನಕಪುರ ಕಡೆ ಹೋಗೋ ರಸ್ತೆ,vehicle_breakdown,Low,Thalagattapura,Non-corridor
FKID005248,Procession,procession,Low,Thalagattapura,Non-corridor
FKID005249,School bus offroaded in tavarekere main road,vehicle_breakdown,Low,Mico Layout,Non-corridor
FKID005252,[PERSON] pin cut,others,Low,No Police Station,Non-corridor
FKID005253,Dinnur main road towards sultanpalya signal [LOCATION],others,Low,R.T. Nagar,Non-corridor
FKID005254,ನಮಸ್ತೆ ಸರ್ ಹೆಣ್ಣೂರು ಬಾಗಲೂರು ಮುಖ್ಯ ರಸ್ತೆ ಕೆ ನಾರಾಯಣಪುರ ಜಂಕ್ಷನ್ ಮತ್ತು ಗೆದ್ದಲಹಳ್ಳಿ ಕೆಲಸ ನಡೆಯುತ್ತಿರುವುದರಿಂದ ರೋಡ್ ಕೆಲಸ ಟ್ರಾಫಿಕ್ ಸ್ಲೋ ಮೊಮೆಂಟ್ ಇರುತ್ತದೆ,construction,Low,Hennuru,Non-corridor
FKID005255,[LOCATION] towards marathhalli and karthiknagara towards mahadevpura traffic movement will be slow due to metrostation piller work,construction,High,HAL Old Airport,ORR East 2
FKID005256,Varthur police station towards gunjur sir,vehicle_breakdown,Low,Whitefield,Non-corridor
FKID005257,Vehicle break down near [PERSON] bridge opp HP petrol pump. Traffic normal movement,vehicle_breakdown,Low,Whitefield,Non-corridor
FKID005258,[LOCATION] towards marathhalli and karthiknagara towards mahadevpura traffic movement will be slow due to metrostation work,construction,High,HAL Old Airport,ORR East 2
FKID005259,Due to bwwssb chamber cleaning,others,High,Kamakshipalya,Magadi Road
FKID005260,Tair fanchar,vehicle_breakdown,High,Hennuru,ORR North 1
FKID005261,Palahalli gate onflyover to wards city eicher vehicle clutch plate problem sir traffic normal mument sir,vehicle_breakdown,High,Yelahanka,Bellary Road 2
FKID005262,ನಮಸ್ತೆ ಸರ್ bwwssb ವಾಟರ್ ಲಿಕೆಜು ಆಗುವುದರಿಂದ ಟ್ರಾಫಿಕ್ ಮೂಮೆಂಟು ಸ್ಲೋ ಇರುತ್ತೆ ಸರ್ ವರ್ಕ್ ಮಾಡ್ತಾ ಇರ್ತಾರೆ ಅದನ್ನ ಲೀಕೇಜ್ ಆಗಿರುವುದನ್ನು ಸರಿಪಡಿಸುತ್ತಿದ್ದು ನಾಗೇನಹಳ್ಳಿ ಜಂಕ್ಷನ್ ಕೆ ನಾರಾಯಣಪುರ ಮುಖ್ಯ ರಸ್ತೆ ಟ್ರಾಫಿಕ್ ಸಮಸ್ಯೆ ಇರೋದಿಲ್ಲ ಸರ್ ಕ್ಲಿಯರ್ ಮಾಡ್ತಾ ಇದ್ದೇನೆ ಸರ್ ನಮಸ್ಕಾರ ಸರ್,construction,Low,Hennuru,Non-corridor
FKID005263,ನಮಸ್ತೆ ಸರ್ ಕೆ ನಾರಾಯಣಾಪುರ ಮುಖ್ಯರಸ್ತೆ ನಾಗೇನಹಳ್ಳಿ ಜಂಕ್ಷನ್ ಅಲ್ಲಿ BWSSB ಅವರ ಕಾಮಗಾರಿ ನಡೀತಾ ಇರೋದರಿಂದ ವಾಟರ್ ಲೀಕೇಜ್ ಆಗಿರುವುದರಿಂದ ಅದನ್ನು ಸರಿಪಡಿಸುತಿದ್ದು ಸುಗಮ ಸಂಚಾರ ನಿದಾನಗತಿಯಲ್ಲಿ ಸಾಗುತ್ತಿದೆ ಸರ್.,construction,Low,Hennuru,Non-corridor
FKID005264,Fire sir,others,Low,Jnanabharathi,Non-corridor
FKID005265,Fire,others,Low,Jnanabharathi,Non-corridor
FKID005266,[LOCATION] work at nagenhalli junction sir traffic slow moment,construction,Low,Hennuru,Non-corridor
FKID005267,Engine problem,others,High,Banaswadi,ORR North 1
FKID005268,Near palanahalli gate towards airport bbmp vehicle of road sir,vehicle_breakdown,High,Yelahanka,Bellary Road 2
FKID005270,Break down Chain ⛓️ Cut,vehicle_breakdown,Low,Thalagattapura,Non-corridor
FKID005271,[LOCATION] appartment to ETA apartment sir,procession,Low,Magadi Road,Non-corridor
FKID005272,ಸರ್ ನಮಸ್ತೆ ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸಿಟಿ ಫ್ಲೈ ಓವರ್ ಟುವರ್ಡ್ ಸಿಟಿ ಒಂದು ಪ್ರೈವೇಟ್ ಸ್ಲೀಪರ್ ಕೋಚ್ ಬಸ್ ವೀಲ್ ಜಾಯಿನ್ ರಾಡ್ ಆಗಿದ್ದು ರಿಪೇರಿ ಮಾಡಲು ಒನ್ ಹವರ್ ಬೇಕಾಗಿದ್ದು ಸಂಚಾರವು ಒಂದು ಸೈಡ್ ಅಲ್ಲಿ ಮೂವ್ ಆಗುತ್ತಿದೆ ಯಾವುದೇ ಅಡಚಣೆ ಇಲ್ಲದೆ ಮೂವಾಗುತ್ತಿದೆ ಪ್ಲೀಸ್ ನೋಟ್ ಸರ್ ಸ್ಥಳ ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸಿಟಿ ಫ್ಲೈ ಓವರ್ ಹೊಂಗಸಂದ್ರ ಮೆಟ್ರೋ ಸ್ಟೇಷನ್ ಹತ್ತಿರ ಇದು ಮಡಿವಾಳ ಸಂಚಾರ ಠಾಣೆಗೆ ಬರುತ್ತದೆ,vehicle_breakdown,High,HSR Layout,Hosur Road
FKID005273,ಹಿಂದೂ ಸಮಾಜ್ಯೋತ್ಸವ ಎಂ ಎಲ್ ಎ ಶ್ರೀ ಗೋಪಾಲಯ್ಯ ರವರಿಂದಸುಮಾರು 1000 ಜನ ಕಾರ್ಯಕರ್ತರು ಸೇರಿರುತ್ತಾರೆ 🙏,public_event,High,Kamakshipalya,Magadi Road
FKID005274,Towards incoming   traffic no problem sir,others,High,Kengeri,Mysore Road
FKID005276,Cuavery junction to mekhri circle slow vehicle due to bad road condition,road_conditions,High,Sadashivanagar,Bellary Road 1
FKID005277,Vehicle starting problem,vehicle_breakdown,High,Byatarayanapura,Mysore Road
FKID005278,ನಮಸ್ತೆ ಸರ್ lgv ಎಲ್ ಜಿ ವಿ ವೆಹಿಕಲ್ಸ್ ಆರ್ ಡಾನ್ ಬಾಸ್ಕೋ ಸ್ಕೂಲ್ ಕೆ ನಾರಾಯಣಪುರ ಮೇನ್ ರೋಡ್ ಟುವೆರ್ಸ್ ಗುಬ್ಬಿ ಕ್ರಾಸ್ ಕಡೆ ಸರ್ ಸ್ಟೀಲ್ ಕಬ್ಬಿಣದ್ದು ರವಿ ಟ್ವಿಂಕಲ್ ಸರ್ ಲ್‌ಜಿಬಿ ವೆಹಿಕಲ್ ಈ ಕಡೆ ಹೋಗೋದು ಸರ್ ಅದು ಎರಡು ಬ್ಯಾಕ್ಗ್ರೌಂಡ್ ಪಂಚರ್ ಆಗಿ ನಿಂತಿದೆ ಟ್ರಾಫಿಕ್ ಏನ್ ಸಮಸ್ಯೆ ಇಲ್ಲ ಸರ್,vehicle_breakdown,Low,Hennuru,Non-corridor
FKID005281,[PERSON] cross to ashwathnagra junction traffic slow moment sir only pik Hour sir,construction,Low,Kodigehalli,Non-corridor
FKID005282,Starting problem,vehicle_breakdown,Low,K.R. Pura,Non-corridor
FKID005283,White topping work from [LOCATION] to [LOCATION].,construction,Low,Jalahalli,Non-corridor
FKID005284,ಮೇಡಳ್ಳಿ ಜಂಕ್ಷನ್ ನಿಂದ ಭಟ್ರಳ್ಳಿ ಜಂಕ್ಷನ್ ಬರುವ ಕಡೆ ವೆಹಿಕಲ್ ಬ್ರೇಕ್ ಡೌನ್ ಆಗಿ ನಿಂತಿದೆ ಟ್ರಾಫಿಕ್ ಮೂಮೆಂಟ್ ಸ್ಲೋ ಇದೆ ಸರ್,vehicle_breakdown,Low,K.R. Pura,Non-corridor
FKID005285,Private bus breakdown at tubarahalli,vehicle_breakdown,High,Whitefield,Varthur Road
FKID005286,[PERSON] horamavu agar towards [PERSON] one side road close sir one side moment sir,others,High,Hennuru,Airport New South Road
FKID005287,Incoming side near pooja choutri,vehicle_breakdown,High,Kamakshipalya,Magadi Road
FKID005288,Good evening sir [PERSON] [LOCATION] avaru [PERSON] sir traffic slow movement idhe sir,construction,High,Hennuru,Airport New South Road
FKID005289,Vehicle break down.,vehicle_breakdown,Low,Jalahalli,Non-corridor
FKID005290,Water leakage near brv Junctions,water_logging,High,Cubbon Park,Old Madras Road
FKID005291,test,public_event,Low,Bellandur,Non-corridor
FKID005292,yftdre,vip_movement,Low,Bellandur,Non-corridor
FKID005294,ITI Govt Hospital Road Towards Hoskote Road Vechile breekdown Slow Movement sir..,vehicle_breakdown,Low,K.R. Pura,Non-corridor
FKID005295,Good morning sir/madam [PERSON] nagar Bus stop. [LOCATION] cross towards [LOCATION]. Vehicle movement is slow sir.,pot_holes,Low,Yelahanka,Non-corridor
FKID005296,Vehicle disiel not supple starting problem,vehicle_breakdown,High,Kodigehalli,Bellary Road 1
FKID005297,Vehicle breakdown,vehicle_breakdown,High,Banaswadi,ORR East 2
FKID005317,Good morning sir road is a damaged nearest [LOCATION] layout club towards [LOCATION] layout bus stop to [PERSON] abbakka  ground kade,road_conditions,Low,Rajajinagar,Non-corridor
FKID005323,Water leaking in middle of the road at [LOCATION],water_logging,Low,Mahadevapura,Non-corridor
FKID005324,Potholes,pot_holes,Low,Hulimavu,Non-corridor
FKID005325,Potholes,pot_holes,Low,Hulimavu,Non-corridor
FKID005326,Potholes,pot_holes,Low,Hulimavu,Non-corridor
FKID005327,Starting problem goraguntepalya towards CMTI,vehicle_breakdown,High,Yeshwanthpura,Tumkur Road
FKID005328,[LOCATION],tree_fall,Low,Banaswadi,Non-corridor
FKID005329,"Depth-0.6 feet,length-2 feet,width-4 feet",pot_holes,Low,Madiwala,Non-corridor
FKID005330,"Depth-0.6 ft,lenth-2,width-3",pot_holes,Low,Madiwala,Non-corridor
FKID005331,"Lenth-4 ft,width-5 ft,depth-0.6 ft",pot_holes,Low,Madiwala,Non-corridor
FKID005332,"Lenth-3 ft,width-3 ft,depth-0.6 ft",pot_holes,Low,Madiwala,Non-corridor
FKID005333,"Lenth-12ft,width-1ft,depth-0.6ft",pot_holes,Low,Madiwala,Non-corridor
FKID005334,"Lenth-1ft,width-1ft,depth-2ft",pot_holes,Low,Madiwala,Non-corridor
FKID005335,"Lenth-6ft,width-,4ft,depth-0.6ft",pot_holes,Low,Madiwala,Non-corridor
FKID005336,"Lenth-8ft,width-2ft,depth-0.6ft",pot_holes,Low,Madiwala,Non-corridor
FKID005337,"Lenth-2ft,width-3ft,depth-0.6ft",pot_holes,Low,Madiwala,Non-corridor
FKID005338,Deep 1 inch length 5 meter,pot_holes,Low,Madiwala,Non-corridor
FKID005339,Traffic no Problems,vehicle_breakdown,High,K.S. Layout,ORR West 1
FKID005340,Vehicle move very difficulty...very dangerous,pot_holes,Low,Thalagattapura,Non-corridor
FKID005341,[LOCATION] working problem sir 🙏,water_logging,High,Malleshwaram,West of Chord Road
FKID005342,Chain accident,accident,High,Electronic City,Hosur Road
FKID005343,ಮಾರತಳ್ಳಿ ಪೊಲೀಸ್ ಠಾಣೆ ಹತ್ತಿರ ಮೆಟ್ರೋ ವರ್ಕ್ ನಡೆಯುತ್ತಿದ್ದು ಸರ್ವಿಸ್ ರಸ್ತೆ ಕ್ಲೋಸ್ ಮಾಡಿರುತ್ತಾರೆ ಟ್ರಾಫಿಕ್ ಸ್ವಲ್ಪ ನಿಧಾನಗತಿಯಲ್ಲಿರುತ್ತದೆ ಸರ್.,construction,High,HAL Old Airport,ORR East 1
FKID005344,PC=19132,others,Low,K.R. Pura,Non-corridor
FKID005345,Bus break fail,vehicle_breakdown,Low,Kamakshipalya,Non-corridor
FKID005347,Between two vehicles in accident,accident,Low,Rajajinagar,Non-corridor
FKID005348,Lgv vehicle tyre brust at [LOCATION],vehicle_breakdown,Low,Whitefield,Non-corridor
FKID005349,Bus off road agide sir starting problem out going side cr headquarter on flyover sir,vehicle_breakdown,High,Chamarajpet,Mysore Road
FKID005350,Weekly vegitable market varthur traffic slow moving sir both side,congestion,Low,Whitefield,Non-corridor
FKID005351,[LOCATION] service road toward city,vehicle_breakdown,Low,K.R. Pura,Non-corridor
FKID005352,[PERSON] junction sir [PERSON] cross traffic no problem sir,vehicle_breakdown,Low,Kodigehalli,Non-corridor
FKID005353,Procession @dasaeahalli main road sir,procession,Low,Hebbala,Non-corridor
FKID005354,ಹಿಂದೂ ಧಾರ್ಮಿಕ ಕಾರ್ಯಕ್ರಮ 5oo ಜನ ಸೇರುತ್ತಾರೆ,procession,Low,Hebbala,Non-corridor
FKID005356,"This vehicle off road near [LOCATION]), due to tyre brust. No problem for traffic.",vehicle_breakdown,High,High ground,Bellary Road 1
FKID005361,Vehicle breakdown at yesterday night infront of cbi office towards city sir,vehicle_breakdown,High,R.T. Nagar,Bellary Road 1
FKID005363,Vehicle breakdown at today morning 2am  infront of cbi office towards city service road sir,vehicle_breakdown,High,Kodigehalli,Bellary Road 1
FKID005372,bus off road near [LOCATION] traffic slow movement sir,vehicle_breakdown,High,High ground,CBD 2
FKID005373,Battery problem,vehicle_breakdown,High,Hennuru,ORR North 1
FKID005374,Stops line invisible near [LOCATION] signal number 2 Magadi road to,others,High,Magadi Road,Magadi Road
FKID005375,Tyre puncher aagi left nalli hakisddivi sir no problem to traffic movement sir,vehicle_breakdown,Low,Halasur,Non-corridor
FKID005376,[LOCATION] onflyover to wards airport BBMp [PERSON] starting problem sir traffic normal mument sir,vehicle_breakdown,High,Yelahanka,Bellary Road 2
FKID005377,[LOCATION] onflyover to wards city NHi painting work sir traffic normal mument sir,others,High,Yelahanka,Bellary Road 2
FKID005378,Rear wheel hub problem sir,vehicle_breakdown,High,Yeshwanthpura,Tumkur Road
FKID005379,Both cars accident on ec Fly over towards husharu near keys hotel sir,accident,High,Electronic City,Hosur Road
FKID005380,BWSSB chamber work is going on no traffic issues,construction,Low,Mico Layout,Non-corridor
FKID005381,[LOCATION] palya junction towards [LOCATION],vehicle_breakdown,Low,Yelahanka,Non-corridor
FKID005382,ಭಟ್ರಹಳ್ಳಿ ಸಿಗ್ನಲ್ ಮುಖ್ಯ ರಸ್ತೆಯಲ್ಲಿ ಪ್ರವೇಟ್ ಬಸ್ಸು ಬ್ರೇಕ್ ಡೌನ್ ಆಗಿರುತ್ತದೆ ಸರ್,vehicle_breakdown,Low,K.R. Pura,Non-corridor
FKID005384,[LOCATION] onflyover to wards airport NHi cleaning work sir,others,High,Yelahanka,Bellary Road 2
FKID005385,[LOCATION] station on flyover goods auto off-road towards parle toll traffic one side movement,vehicle_breakdown,Low,Peenya,Non-corridor
FKID005386,ಇಂಜಿನ್ ಸಮಸ್ಯೆ ಇಂದ ವಾಹನ ಕೆಟ್ಟು ನಿಂತಿದೆ ಸರ್.,vehicle_breakdown,Low,Rajajinagar,Non-corridor
FKID005387,ಸ್ಟೇರಿಂಗ್ ಕಟ್ ಹಾಗಿದೆ,vehicle_breakdown,Low,Rajajinagar,Non-corridor
FKID005388,Traffic no problem normal traffic sir,vehicle_breakdown,Low,Jnanabharathi,Non-corridor
FKID005389,BWSSB WORK NAGAVARAPALYA SIR,construction,Low,Banaswadi,Non-corridor
FKID005391,ಈ hgv ವಾಹನವೂ ಮಾರತಳ್ಳಿ ಪೊಲೀಸ್ ಠಾಣೆ ಹತ್ತಿರ  ಟುವರ್ಡ್ಸ್ ಬೆಳ್ಳಂದೂರು ಕಡೆಗೆ ಆಫ್ರೋಡ್ ಆಗಿರುತ್ತದೆ. ಮುಖ್ಯ ರಸ್ತೆಯಲ್ಲಿ ಸೈಡಿಗೆ ಹಾಕಿಸಲಾಗಿರುತ್ತದೆ ವಾಹನ ಸಂಚಾರಕ್ಕೆ [PERSON] ಇರುವುದಿಲ್ಲ. 30 ನಿಮಿಷದಲ್ಲಿ ರೆಡಿ ಮಾಡಿಕೊಂಡು ಹೋಗಲಾಗುತ್ತಿದೆ ಎಂದು ಡ್ರೈವರ್ ತಿಳಿಸಿರುತ್ತಾರೆ,vehicle_breakdown,High,HAL Old Airport,ORR East 1
FKID005392,Singasandra towards silkbord sir,accident,High,Electronic City,Hosur Road
FKID005393,ಆಕ್ಸಿಡೆಂಟ್,accident,High,Hebbala,Bellary Road 1
FKID005394,[LOCATION] towards marathhalli and karthiknagara towards mahadevpura traffic movement will be slow due to metrostation work,construction,High,HAL Old Airport,ORR East 2
FKID005395,ರಸ್ತೆಯ ಮಧ್ಯೆ ಒಳಚರಂಡಿಯ ಮುಚ್ಚಳಿಕೆ [PERSON] ವಾಹನ ಚಾಲಕರರಿಗೆ ತೊಂದರೆಯಾಗುತ್ತದೆ,pot_holes,High,Jeevanbheemanagar,IRR(Thanisandra road)
FKID005396,"Vehicle off road due to tyre burst.. Vidhyashilpa junction towards city, vehicle movement is slow sir",vehicle_breakdown,High,Yelahanka,Bellary Road 2
FKID005397,Stating prablm,vehicle_breakdown,High,Hennuru,ORR North 1
FKID005398,[LOCATION] station Main track private Bus off-road towards city traffic one side movement,vehicle_breakdown,Low,Chikkabanavara,Non-corridor
FKID005399,ರೈಲ್ವೆ ಟ್ರಾಕ್ ನ ಕಾಮಗಾರಿ ಮಾಡಿದ್ದು ಅದನ್ನು ಸರಿಯಾಗಿ ಇನ್ನೂ ಸಿಮೆಂಟ್ ಹಾಕಿರುವುದಿಲ್ಲ ಆದ ಕಾರಣ ವಾಹನ ಸಂಚಾರವು ನಿಧಾನಗತಿಯಲ್ಲಿ ಇರುತ್ತದೆ ಸರ್,others,Low,K.G. Halli,Non-corridor
FKID005400,BMTC bus punncher at HMT main road near [LOCATION] sir,vehicle_breakdown,High,Yeshwanthpura,Tumkur Road
FKID005403,BWSSB WORK NAGAVARAPALYA SIR,construction,Low,Banaswadi,Non-corridor
FKID005404,Width 1m,pot_holes,Low,Pulikeshinagar(F.Town),Non-corridor
FKID005405,[LOCATION] work Nagavarapalya circle varuthur Road,construction,Low,Banaswadi,Non-corridor
FKID005407,Gear problem,vehicle_breakdown,High,Kamakshipalya,Magadi Road
FKID005408,MES near muthyalanaga sir,others,High,Jalahalli,ORR North 2
FKID005409,Eco police onflyover to wards city cab & car accident only vehicle damage sir vehicle mument slow ede sir,accident,High,Yelahanka,Bellary Road 2
FKID005410,BMTC starting problem,vehicle_breakdown,Low,City Market,Non-corridor
FKID005411,Accident at Railway underpass near mall of [LOCATION] back gate,accident,Low,Kodigehalli,Non-corridor
FKID005412,[LOCATION] towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to metrostation work,construction,High,HAL Old Airport,ORR East 2
FKID005413,BWSSB work,others,Low,Banaswadi,Non-corridor
FKID005414,[PERSON] toll towards Bannerughatta roll. Vahicles movements is normal,vehicle_breakdown,Low,Thalagattapura,Non-corridor
FKID005415,Agar to ibbluru lgv offload sir,vehicle_breakdown,High,Bellandur,ORR East 1
FKID005416,This vehicle off roaded due to technical  reason..its extremely  left ..No problem for free Traffic  movement,vehicle_breakdown,Low,Thalagattapura,Non-corridor
FKID005417,Vehicle  off roaded due to technical  reason ..its extremely  left,vehicle_breakdown,Low,Thalagattapura,Non-corridor
FKID005418,Traffic slow moment,vehicle_breakdown,High,Hennuru,Hennur Main Road
FKID005419,Off road due to stairing lock,vehicle_breakdown,Low,Jalahalli,Non-corridor
FKID005420,Traffic normal,others,High,Byatarayanapura,Mysore Road
FKID005421,This vehicle off roaded due to technical  reason ..its extremely  left..,vehicle_breakdown,Low,Thalagattapura,Non-corridor
FKID005422,Vehicle start problem .,vehicle_breakdown,Low,Hulimavu,Non-corridor
FKID005423,Vehicle break doun,vehicle_breakdown,High,Banaswadi,ORR North 1
FKID005424,Tree fall between bellalli junction and rava university road,tree_fall,High,Yelahanka,Hennur Main Road
FKID005425,Tree fall between bellalli junction road and Reva university road,tree_fall,High,Yelahanka,Hennur Main Road
FKID005426,HGV fall in drinage sir,others,Low,Whitefield,Non-corridor
FKID005427,Vehicle breakdown ORR road towards hebbala slow moment of traffic,vehicle_breakdown,High,Kodigehalli,ORR North 2
FKID005429,breakdown,vehicle_breakdown,High,Banaswadi,ORR East 2
FKID005431,[LOCATION] railway underpass road work [LOCATION] back gate,others,Low,Kodigehalli,Non-corridor
FKID005432,Due to road repair putting Thar,construction,High,Kamakshipalya,Magadi Road
FKID005433,Clutch plate problem,vehicle_breakdown,High,Mahadevapura,ORR East 2
FKID005434,"Good morning sir..
Near nagenahalli junction from krishtu [PERSON] rods fell on road sir.. Road completely closed from krishtu [PERSON] towards [LOCATION].. 🙏",others,Low,Hennuru,Non-corridor
FKID005435,[PERSON] nagar bus stop ಹತ್ತಿರ ಗುಂಡಿ ಇರುವುದರಿಂದ ಬಾಗಲೂರು ಕ್ರಾಸ್ ಕಡೆಯಿಂದ ಬಾಗಲೂರು ವಿಲೇಜ್ ಕಡೆಗೆ vehicle moment slow ಇರುತ್ತದೆ ಸರ್,road_conditions,Low,Yelahanka,Non-corridor
FKID005436,[LOCATION] towards marathhalli and karthiknagara towards marathhalli traffic movement will be slow due to metrostation work,construction,High,HAL Old Airport,ORR East 2
FKID005437,Silkboard down ramp towords rupena agrahara busstop bmtc bus offroad traffic normal moving,vehicle_breakdown,High,HSR Layout,Hosur Road
FKID005438,Silkboard dowramp towords rupena agrahara busstop bmtc of road starting promlem traffic normal moving sir,vehicle_breakdown,High,HSR Layout,Hosur Road
FKID005439,Vehicle breakdown vasanthanagra underbridge towards palace cross,vehicle_breakdown,High,Sheshadripuram,Bellary Road 1
FKID005440,Vehicle breakdown vasanthanagra underbridge towards palace,vehicle_breakdown,High,Sheshadripuram,Bellary Road 1
FKID005441,Chakravarthy layout towards serpentine [LOCATION],vehicle_breakdown,High,High ground,Bellary Road 1
FKID005442,[LOCATION] work,construction,Low,Banaswadi,Non-corridor
FKID005443,Petrol Lorry HEAVY VEHICLE,vehicle_breakdown,Low,Banaswadi,Non-corridor
FKID005444,NHAI Work progress hebbal upramp,others,High,Hebbala,Bellary Road 1
FKID005447,Eco police service road water logging sir traffic normal mument sir,water_logging,High,Yelahanka,Bellary Road 2
FKID005449,Bmtc bus pancher prent wheel Trfic no brblem,others,High,Vijayanagara,West of Chord Road
FKID005450,ಇಂಜಿನ್ ಸಮಸ್ಯೆ ಇಂದ ವಾಹನ ಕೆಟ್ಟು ನಿಂತಿದೆ ಸರ್,vehicle_breakdown,Low,Rajajinagar,Non-corridor
FKID005451,LGV Vehicle chasis broken at muddinapalya main road near [LOCATION] towards muddinapalya,vehicle_breakdown,Low,Jnanabharathi,Non-corridor
FKID005454,[LOCATION] working vadarapalya junction traffic slow moment sir,construction,High,Hennuru,Airport New South Road
FKID005455,Break down,vehicle_breakdown,High,High ground,Bellary Road 1
FKID005456,Break down  htv vehicle toward horamau,vehicle_breakdown,High,Banaswadi,ORR North 1
FKID005457,[LOCATION] towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to metrostation work,construction,High,HAL Old Airport,ORR East 2
FKID005458,ಪಂಚರ್ ಹಾಗಿರುವ ಕಾರಣ,vehicle_breakdown,Low,Rajajinagar,Non-corridor
FKID005459,[LOCATION] work,construction,Low,Banaswadi,Non-corridor
FKID005460,Dwarka bus atop to wards [PERSON] work sir traffic mument slow ede sir,water_logging,Low,Yelahanka,Non-corridor
FKID005461,ಪುಟ್ಟೇನಹಳ್ಳಿ ಡಿಪೋ  ಹತ್ತಿರ ಟೆಂಪೋ ವಾಹನ [PERSON] ಡೌನ್ ಆಗಿ ಫಸ್ಟ್ ಟ್ರ್ಯಾಕ್ ನಲ್ಲಿ ನಿಂತಿದ್ದು ಸ್ಲೋ ಮೊಮೆಂಟ್ ಟ್ರಾಫಿಕ್ ಇರುತ್ತದೆ ಸರ್.,vehicle_breakdown,Low,Yelahanka,Non-corridor
FKID005462,This vehicle off roaded due to technical reason ..its extremely  left..,vehicle_breakdown,Low,Thalagattapura,Non-corridor
FKID005463,NHAI peoples installing cat eyes in main road kempapura towards airport,others,High,Hebbala,Bellary Road 1
FKID005464,ಸರ್ ನಮಸ್ತೆ ಹೆಣ್ಣೂರ್ ಬಾಗಲೂರು ಮುಖ್ಯ ರಸ್ತೆ ವಡ್ಡರ ಪಾಳ್ಯ ಜಂಕ್ಷನ್ ನಲ್ಲಿ ಟುವರ್ಡ್ಸ್ ಹೆಣ್ಣೂರ್ ಬಿ ಡಬ್ಲ್ಯೂ ಎಸ್ ಎಸ್ ಬಿ ರವರು ರಸ್ತೆ ಅಗೆದು ವರ್ಕ್ ಮಾಡುತ್ತಿರುತಾರೆ ಟ್ರಾಫಿಕ್ ಸ್ಲೋ ಮೂಮೆಂಟ್ ಇರುತ್ತದೆ ಸರ್,construction,High,Hennuru,Airport New South Road
FKID005465,Vehicle breakdown,accident,High,Banaswadi,ORR North 1
FKID005466,In vijay bank layout near [LOCATION] car off road due to in side key doorlock have left side no problem to traffic sir,vehicle_breakdown,Low,Mico Layout,Non-corridor
FKID005467,Off -road,vehicle_breakdown,Low,Jnanabharathi,Non-corridor
FKID005468,BBMP LORRY BREAK DOWN INFRONT OF BAPTIST HOSPITAL TOWARDS CITY,vehicle_breakdown,High,Hebbala,Bellary Road 1
FKID005469,[LOCATION] working at vadarapalya hennur bagalur main road traffic slow moment sir,construction,High,Hennuru,Airport New South Road
FKID005470,BWSSB WORK IN PROGRESS HENNUR BAGALUR ROAD SLOW MOVEMENT SIR,construction,High,Hennuru,Airport New South Road
